,,,,,,,,,,,,,,,,,,
,Park,Unit Code,Park Type,Region,State,Year,Month,Recreation Visits,Non-Recreation Visits,Recreation Hours,Non-Recreation Hours,"Concessioner
Lodging","Concessioner
Camping",Tent Campers,RV Campers,Backcountry Campers,Non-Recreation Overnight Stays,Misc. Overnight Stays
,Aniakchak NM & PRES,ANIA,National Monument,Alaska,AK,2018,2,0,0,0,0,0,0,0,0,0,0,0
,Aniakchak NM & PRES,ANIA,National Monument,Alaska,AK,2018,3,0,0,0,0,0,0,0,0,0,0,0
,Aniakchak NM & PRES,ANIA,National Monument,Alaska,AK,2018,4,0,0,0,0,0,0,0,0,0,0,0
,Aniakchak NM & PRES,ANIA,National Monument,Alaska,AK,2018,5,0,0,0,0,0,0,0,0,0,0,0
,Aniakchak NM & PRES,ANIA,National Monument,Alaska,AK,2018,6,20,0,"1,200",0,0,0,0,0,50,0,0
,Aniakchak NM & PRES,ANIA,National Monument,Alaska,AK,2018,7,35,0,"1,920",0,0,0,0,0,80,0,0
,Aniakchak NM & PRES,ANIA,National Monument,Alaska,AK,2018,8,35,0,"1,920",0,0,0,0,0,80,0,0
,Aniakchak NM & PRES,ANIA,National Monument,Alaska,AK,2018,9,10,0,600,0,0,0,0,0,25,0,0
,Aniakchak NM & PRES,ANIA,National Monument,Alaska,AK,2018,10,0,0,0,0,0,0,0,0,0,0,0
,Aniakchak NM & PRES,ANIA,National Monument,Alaska,AK,2018,11,0,0,0,0,0,0,0,0,0,0,0
,Aniakchak NM & PRES,ANIA,National Monument,Alaska,AK,2018,12,0,0,0,0,0,0,0,0,0,0,0
,Arches NP,ARCH,National Park,Intermountain ,UT,2018,1,"31,810",0,"107,123",0,0,0,230,257,0,0,0
,Arches NP,ARCH,National Park,Intermountain ,UT,2018,2,"40,325",0,"155,111",0,0,0,732,602,6,0,82
,Arches NP,ARCH,National Park,Intermountain ,UT,2018,3,"134,951",0,"438,754",0,0,0,559,408,40,0,406
,Arches NP,ARCH,National Park,Intermountain ,UT,2018,4,"167,156",0,"611,537",0,0,0,"1,631","2,219",40,0,696
,Arches NP,ARCH,National Park,Intermountain ,UT,2018,5,"215,255",0,"757,596",0,0,0,"1,720","2,271",90,0,579
,Arches NP,ARCH,National Park,Intermountain ,UT,2018,6,"214,443",0,"754,762",0,0,0,"2,562","1,631",32,0,418
,Arches NP,ARCH,National Park,Intermountain ,UT,2018,7,"205,493",0,"728,454",0,0,0,"2,244","1,801",23,0,598
,Arches NP,ARCH,National Park,Intermountain ,UT,2018,8,"183,840",0,"646,442",0,0,0,"2,060","1,431",47,0,417
,Arches NP,ARCH,National Park,Intermountain ,UT,2018,9,"206,254",0,"683,816",0,0,0,"1,334","1,253",28,0,96
,Arches NP,ARCH,National Park,Intermountain ,UT,2018,10,"147,996",0,"563,609",0,0,0,"2,618","2,165",33,0,168
,Arches NP,ARCH,National Park,Intermountain ,UT,2018,11,"74,155",0,"322,920",0,0,0,"2,006","1,903",25,0,251
,Arches NP,ARCH,National Park,Intermountain ,UT,2018,12,"41,879",0,"136,735",0,0,0,242,216,4,0,0
,Aztec Ruins NM,AZRU,National Monument,Intermountain ,NM,2018,1,"1,779",80,"2,668",80,0,0,0,0,0,0,0
,Aztec Ruins NM,AZRU,National Monument,Intermountain ,NM,2018,2,"1,870",61,"2,805",61,0,0,0,0,0,0,0
,Aztec Ruins NM,AZRU,National Monument,Intermountain ,NM,2018,3,"3,892",114,"5,838",114,0,0,0,0,0,0,0
,Aztec Ruins NM,AZRU,National Monument,Intermountain ,NM,2018,4,"4,952",134,"7,428",134,0,0,0,0,0,0,0
,Aztec Ruins NM,AZRU,National Monument,Intermountain ,NM,2018,5,"5,403",214,"8,104",214,0,0,0,0,0,0,0
,Aztec Ruins NM,AZRU,National Monument,Intermountain ,NM,2018,6,"7,315",140,"10,972",140,0,0,0,0,0,0,0
,Aztec Ruins NM,AZRU,National Monument,Intermountain ,NM,2018,7,"7,894",325,"11,841",325,0,0,0,0,0,0,0
,Aztec Ruins NM,AZRU,National Monument,Intermountain ,NM,2018,8,"5,426",142,"8,139",142,0,0,0,0,0,0,0
,Aztec Ruins NM,AZRU,National Monument,Intermountain ,NM,2018,9,"5,743",167,"8,614",167,0,0,0,0,0,0,0
,Aztec Ruins NM,AZRU,National Monument,Intermountain ,NM,2018,10,"5,253",178,"7,880",178,0,0,0,0,0,0,0
,Aztec Ruins NM,AZRU,National Monument,Intermountain ,NM,2018,11,"3,190",184,"4,785",184,0,0,0,0,0,0,0
,Aztec Ruins NM,AZRU,National Monument,Intermountain ,NM,2018,12,"2,216",154,"3,324",154,0,0,0,0,0,0,0
,Badlands NP,BADL,National Park,Midwest ,SD,2018,1,"10,610","2,738","41,537","2,738",0,2,2,4,5,0,0
,Badlands NP,BADL,National Park,Midwest ,SD,2018,2,"9,456","3,018","37,045","3,018",0,3,4,0,7,0,0
,Badlands NP,BADL,National Park,Midwest ,SD,2018,3,"16,616","3,466","66,902","3,466",0,13,29,4,129,0,0
,Badlands NP,BADL,National Park,Midwest ,SD,2018,4,"21,343","4,564","90,605","4,564",125,296,42,31,120,0,0
,Badlands NP,BADL,National Park,Midwest ,SD,2018,5,"84,527","13,708","375,688","13,708","1,067","1,745",358,139,527,0,0
,Badlands NP,BADL,National Park,Midwest ,SD,2018,6,"208,645","28,446","884,408","28,446","1,937","2,810",516,158,470,0,0
,Badlands NP,BADL,National Park,Midwest ,SD,2018,7,"263,863","9,465","1,110,090","9,465","2,163","2,958",818,161,652,0,0
,Badlands NP,BADL,National Park,Midwest ,SD,2018,8,"217,350","9,222","920,577","9,222","1,965","2,881",603,101,526,0,0
,Badlands NP,BADL,National Park,Midwest ,SD,2018,9,"116,826","18,316","514,649","18,316","1,517","2,505",411,148,338,0,0
,Badlands NP,BADL,National Park,Midwest ,SD,2018,10,"33,527","7,198","148,961","7,198",601,612,133,30,141,0,0
,Badlands NP,BADL,National Park,Midwest ,SD,2018,11,"16,442","2,764","64,329","2,764",0,5,4,2,6,0,0
,Badlands NP,BADL,National Park,Midwest ,SD,2018,12,"9,737","2,204","38,034","2,204",0,0,0,0,5,0,0
,Bandelier NM,BAND,National Monument,Intermountain ,NM,2018,1,"6,840",70,"23,459",70,0,0,89,96,22,0,0
,Bandelier NM,BAND,National Monument,Intermountain ,NM,2018,2,"7,521",70,"27,536",70,0,0,67,134,24,0,90
,Bandelier NM,BAND,National Monument,Intermountain ,NM,2018,3,"21,175",70,"86,014",70,0,0,436,503,104,0,217
,Bandelier NM,BAND,National Monument,Intermountain ,NM,2018,4,"20,807",70,"98,789",70,0,0,498,982,175,0,220
,Bandelier NM,BAND,National Monument,Intermountain ,NM,2018,5,"23,897",70,"145,361",70,0,0,"1,230","1,106",137,0,"1,188"
,Bandelier NM,BAND,National Monument,Intermountain ,NM,2018,6,"18,808",70,"101,240",70,0,0,590,791,0,0,905
,Bandelier NM,BAND,National Monument,Intermountain ,NM,2018,7,"21,340",70,"105,684",70,0,0,977,550,14,0,599
,Bandelier NM,BAND,National Monument,Intermountain ,NM,2018,8,"18,637",70,"91,662",70,0,0,526,656,31,0,645
,Bandelier NM,BAND,National Monument,Intermountain ,NM,2018,9,"20,320",70,"115,116",70,0,0,761,"1,281",50,0,589
,Bandelier NM,BAND,National Monument,Intermountain ,NM,2018,10,"24,705",70,"117,138",70,0,0,446,"1,241",61,0,480
,Bandelier NM,BAND,National Monument,Intermountain ,NM,2018,11,"11,555",70,"43,154",70,0,0,92,329,50,0,40
,Bandelier NM,BAND,National Monument,Intermountain ,NM,2018,12,"2,836",70,"8,722",70,0,0,5,25,2,0,10
,Belmont-Paul Women's Equality NM,BEPA,National Monument,National Capital , ,2018,1,5,0,5,0,0,0,0,0,0,0,0
,Belmont-Paul Women's Equality NM,BEPA,National Monument,National Capital , ,2018,2,366,0,366,0,0,0,0,0,0,0,0
,Belmont-Paul Women's Equality NM,BEPA,National Monument,National Capital , ,2018,3,"1,276",0,"1,276",0,0,0,0,0,0,0,0
,Belmont-Paul Women's Equality NM,BEPA,National Monument,National Capital , ,2018,4,"1,058",0,"1,058",0,0,0,0,0,0,0,0
,Belmont-Paul Women's Equality NM,BEPA,National Monument,National Capital , ,2018,5,765,0,765,0,0,0,0,0,0,0,0
,Belmont-Paul Women's Equality NM,BEPA,National Monument,National Capital , ,2018,6,955,0,955,0,0,0,0,0,0,0,0
,Belmont-Paul Women's Equality NM,BEPA,National Monument,National Capital , ,2018,7,"1,053",0,"1,053",0,0,0,0,0,0,0,0
,Belmont-Paul Women's Equality NM,BEPA,National Monument,National Capital , ,2018,8,"1,070",0,"1,070",0,0,0,0,0,0,0,0
,Belmont-Paul Women's Equality NM,BEPA,National Monument,National Capital , ,2018,9,609,0,609,0,0,0,0,0,0,0,0
,Belmont-Paul Women's Equality NM,BEPA,National Monument,National Capital , ,2018,10,844,0,844,0,0,0,0,0,0,0,0
,Belmont-Paul Women's Equality NM,BEPA,National Monument,National Capital , ,2018,11,718,0,718,0,0,0,0,0,0,0,0
,Belmont-Paul Women's Equality NM,BEPA,National Monument,National Capital , ,2018,12,362,0,324,0,0,0,0,0,0,0,0
,Big Bend NP,BIBE,National Park,Intermountain ,TX,2018,1,"33,434",197,"971,837",197,"4,449","1,420","5,045","6,263","3,402",0,"3,197"
,Big Bend NP,BIBE,National Park,Intermountain ,TX,2018,2,"42,670",197,"1,109,755",197,"3,959","1,368","4,646","6,901","2,806",0,"5,225"
,Big Bend NP,BIBE,National Park,Intermountain ,TX,2018,3,"75,897",197,"1,793,627",197,"4,941","1,572","10,088","6,157","5,883",0,"8,145"
,Big Bend NP,BIBE,National Park,Intermountain ,TX,2018,4,"48,454",197,"1,177,873",197,"4,039","1,451","8,089","4,925","1,917",0,"4,430"
,Big Bend NP,BIBE,National Park,Intermountain ,TX,2018,5,"35,993",197,"764,383",197,"4,411","1,187","4,635",902,998,0,"1,720"
,Big Bend NP,BIBE,National Park,Intermountain ,TX,2018,6,"20,335",197,"445,138",197,"3,762",518,"2,682",323,337,0,758
,Big Bend NP,BIBE,National Park,Intermountain ,TX,2018,7,"19,416",197,"402,210",197,"3,080",427,"2,196",312,446,0,590
,Big Bend NP,BIBE,National Park,Intermountain ,TX,2018,8,"16,895",197,"349,097",197,"2,647",276,"2,239",88,378,0,470
,Big Bend NP,BIBE,National Park,Intermountain ,TX,2018,9,"21,625",197,"464,407",197,"3,331",703,"2,359",376,687,0,"1,082"
,Big Bend NP,BIBE,National Park,Intermountain ,TX,2018,10,"35,547",197,"786,445",197,"4,279","1,325","4,008",655,"1,646",0,"3,082"
,Big Bend NP,BIBE,National Park,Intermountain ,TX,2018,11,"46,998",197,"1,140,403",197,"4,440","1,379","6,238","3,091","3,597",0,"5,273"
,Big Bend NP,BIBE,National Park,Intermountain ,TX,2018,12,"42,827",197,"948,398",197,"4,727","1,434","3,638","3,216","1,761",0,"3,327"
,Biscayne NP,BISC,National Park,Southeast ,FL,2018,1,"27,638",0,"109,265",0,0,0,346,0,0,0,752
,Biscayne NP,BISC,National Park,Southeast ,FL,2018,2,"32,586",0,"123,823",0,0,0,332,0,0,0,754
,Biscayne NP,BISC,National Park,Southeast ,FL,2018,3,"49,114",0,"176,790",0,0,0,374,0,0,0,853
,Biscayne NP,BISC,National Park,Southeast ,FL,2018,4,"53,080",0,"189,122",0,0,0,380,0,0,0,865
,Biscayne NP,BISC,National Park,Southeast ,FL,2018,5,"22,249",0,"70,347",0,0,0,45,0,0,0,105
,Biscayne NP,BISC,National Park,Southeast ,FL,2018,6,"52,446",0,"161,227",0,0,0,54,0,0,0,108
,Biscayne NP,BISC,National Park,Southeast ,FL,2018,7,"54,859",0,"169,042",0,0,0,62,0,0,0,124
,Biscayne NP,BISC,National Park,Southeast ,FL,2018,8,"46,332",0,"142,668",0,0,0,46,0,0,0,107
,Biscayne NP,BISC,National Park,Southeast ,FL,2018,9,"37,170",0,"115,255",0,0,0,52,0,0,0,104
,Biscayne NP,BISC,National Park,Southeast ,FL,2018,10,"29,135",0,"100,316",0,0,0,156,0,0,0,382
,Biscayne NP,BISC,National Park,Southeast ,FL,2018,11,"29,512",0,"109,991",0,0,0,268,0,0,0,626
,Biscayne NP,BISC,National Park,Southeast ,FL,2018,12,"35,132",0,"105,685",0,0,0,4,0,0,0,8
,Black Canyon of the Gunnison NP,BLCA,National Park,Intermountain ,CO,2018,1,"7,600",0,"15,059",0,0,0,8,11,0,0,0
,Black Canyon of the Gunnison NP,BLCA,National Park,Intermountain ,CO,2018,2,"5,231",0,"13,097",0,0,0,15,20,0,0,0
,Black Canyon of the Gunnison NP,BLCA,National Park,Intermountain ,CO,2018,3,"7,687",0,"20,016",0,0,0,195,31,2,0,0
,Black Canyon of the Gunnison NP,BLCA,National Park,Intermountain ,CO,2018,4,"11,728",0,"50,301",0,0,0,718,228,150,0,0
,Black Canyon of the Gunnison NP,BLCA,National Park,Intermountain ,CO,2018,5,"48,554",0,"344,951",0,0,0,"3,240","2,728",313,0,0
,Black Canyon of the Gunnison NP,BLCA,National Park,Intermountain ,CO,2018,6,"42,306",0,"320,474",0,0,0,"3,479","2,475",543,0,0
,Black Canyon of the Gunnison NP,BLCA,National Park,Intermountain ,CO,2018,7,"44,962",0,"344,365",0,0,0,"4,265","2,576",413,0,0
,Black Canyon of the Gunnison NP,BLCA,National Park,Intermountain ,CO,2018,8,"46,511",0,"318,031",0,0,0,"3,548","2,212",283,0,0
,Black Canyon of the Gunnison NP,BLCA,National Park,Intermountain ,CO,2018,9,"46,915",0,"259,107",0,0,0,"1,549","1,227",275,0,0
,Black Canyon of the Gunnison NP,BLCA,National Park,Intermountain ,CO,2018,10,"22,062",0,"84,034",0,0,0,"1,311",607,109,0,0
,Black Canyon of the Gunnison NP,BLCA,National Park,Intermountain ,CO,2018,11,"21,674",0,"69,982",0,0,0,"1,169",410,0,0,0
,Black Canyon of the Gunnison NP,BLCA,National Park,Intermountain ,CO,2018,12,"3,732",0,"8,304",0,0,0,30,6,0,0,0
,Booker T. Washington NM,BOWA,National Monument,Northeast ,VA,2018,1,682,7,"1,099",7,0,0,0,0,0,0,0
,Booker T. Washington NM,BOWA,National Monument,Northeast ,VA,2018,2,"1,047",7,"2,334",7,0,0,0,0,0,0,0
,Booker T. Washington NM,BOWA,National Monument,Northeast ,VA,2018,3,"1,599",7,"2,940",7,0,0,0,0,0,0,0
,Booker T. Washington NM,BOWA,National Monument,Northeast ,VA,2018,4,"2,372",7,"5,750",7,0,0,0,0,0,0,0
,Booker T. Washington NM,BOWA,National Monument,Northeast ,VA,2018,5,"1,903",7,"5,140",7,0,0,0,0,0,0,0
,Booker T. Washington NM,BOWA,National Monument,Northeast ,VA,2018,6,"2,733",7,"5,718",7,0,0,0,0,0,0,0
,Booker T. Washington NM,BOWA,National Monument,Northeast ,VA,2018,7,"3,429",7,"7,353",7,0,0,0,0,0,0,0
,Booker T. Washington NM,BOWA,National Monument,Northeast ,VA,2018,8,"2,424",7,"4,824",7,0,0,0,0,0,0,0
,Booker T. Washington NM,BOWA,National Monument,Northeast ,VA,2018,9,"1,560",7,"3,102",7,0,0,0,0,0,0,0
,Booker T. Washington NM,BOWA,National Monument,Northeast ,VA,2018,10,"2,661",7,"5,151",7,0,0,0,0,0,0,0
,Booker T. Washington NM,BOWA,National Monument,Northeast ,VA,2018,11,"1,602",7,"4,707",7,0,0,0,0,0,0,0
,Booker T. Washington NM,BOWA,National Monument,Northeast ,VA,2018,12,720,7,"1,011",7,0,0,0,0,0,0,0
,Bryce Canyon NP,BRCA,National Park,Intermountain ,UT,2018,1,"32,433","21,259","111,326","21,259",32,0,372,158,22,0,0
,Bryce Canyon NP,BRCA,National Park,Intermountain ,UT,2018,2,"37,132","18,430","121,889","18,430",0,0,324,103,10,0,0
,Bryce Canyon NP,BRCA,National Park,Intermountain ,UT,2018,3,"95,204","28,066","392,944","28,066","2,787",0,979,566,130,0,10
,Bryce Canyon NP,BRCA,National Park,Intermountain ,UT,2018,4,"185,282","34,174","779,392","34,174","5,038",0,"2,066","1,942",218,0,50
,Bryce Canyon NP,BRCA,National Park,Intermountain ,UT,2018,5,"340,351","52,265","1,497,660","52,265","6,925",0,"6,679","4,968",783,0,503
,Bryce Canyon NP,BRCA,National Park,Intermountain ,UT,2018,6,"409,467","58,899","2,365,973","58,899","7,327",0,"8,865","3,822",522,0,267
,Bryce Canyon NP,BRCA,National Park,Intermountain ,UT,2018,7,"430,020","54,125","2,443,250","54,125","8,725",0,"8,355","3,165",321,0,96
,Bryce Canyon NP,BRCA,National Park,Intermountain ,UT,2018,8,"393,821","53,596","2,313,014","53,596","8,181",0,"8,571","3,894",304,0,128
,Bryce Canyon NP,BRCA,National Park,Intermountain ,UT,2018,9,"411,456","44,518","2,465,524","44,518","6,235",0,"9,609","7,224",222,0,130
,Bryce Canyon NP,BRCA,National Park,Intermountain ,UT,2018,10,"227,297","25,106","935,572","25,106","4,840",0,"2,741","2,851",56,0,82
,Bryce Canyon NP,BRCA,National Park,Intermountain ,UT,2018,11,"73,053","15,680","279,470","15,680",650,0,"1,006",840,15,0,2
,Bryce Canyon NP,BRCA,National Park,Intermountain ,UT,2018,12,"43,962","13,835","161,078","13,835",950,0,180,86,0,0,0
,Buck Island Reef NM,BUIS,National Monument,Southeast ,VI,2018,1,"2,575",0,"16,432",0,0,0,0,0,0,0,360
,Buck Island Reef NM,BUIS,National Monument,Southeast ,VI,2018,2,"1,814",0,"12,933",0,0,0,0,0,0,0,360
,Buck Island Reef NM,BUIS,National Monument,Southeast ,VI,2018,3,"3,406",0,"20,307",0,0,0,0,0,0,0,360
,Buck Island Reef NM,BUIS,National Monument,Southeast ,VI,2018,4,"3,622",0,"20,184",0,0,0,0,0,0,0,280
,Buck Island Reef NM,BUIS,National Monument,Southeast ,VI,2018,5,"2,224",0,"13,968",0,0,0,0,0,0,0,280
,Buck Island Reef NM,BUIS,National Monument,Southeast ,VI,2018,6,"3,310",0,"18,972",0,0,0,0,0,0,0,280
,Buck Island Reef NM,BUIS,National Monument,Southeast ,VI,2018,7,"3,138",0,"17,894",0,0,0,0,0,0,0,280
,Buck Island Reef NM,BUIS,National Monument,Southeast ,VI,2018,8,"2,410",0,"14,848",0,0,0,0,0,0,0,280
,Buck Island Reef NM,BUIS,National Monument,Southeast ,VI,2018,9,861,0,"7,234",0,0,0,0,0,0,0,280
,Buck Island Reef NM,BUIS,National Monument,Southeast ,VI,2018,10,"2,324",0,"15,323",0,0,0,0,0,0,0,360
,Buck Island Reef NM,BUIS,National Monument,Southeast ,VI,2018,11,"2,934",0,"18,816",0,0,0,0,0,0,0,360
,Buck Island Reef NM,BUIS,National Monument,Southeast ,VI,2018,12,"2,793",0,"16,888",0,0,0,0,0,0,0,360
,Cabrillo NM,CABR,National Monument,Pacific West ,CA,2018,1,"69,287","6,856","103,746","6,856",0,0,0,0,0,0,0
,Cabrillo NM,CABR,National Monument,Pacific West ,CA,2018,2,"71,052","6,200","106,271","6,200",0,0,0,0,0,0,0
,Cabrillo NM,CABR,National Monument,Pacific West ,CA,2018,3,"82,058","6,856","122,615","6,856",0,0,0,0,0,0,0
,Cabrillo NM,CABR,National Monument,Pacific West ,CA,2018,4,"76,101","7,012","113,581","7,012",0,0,0,0,0,0,0
,Cabrillo NM,CABR,National Monument,Pacific West ,CA,2018,5,"69,784","7,081","104,291","7,081",0,0,0,0,0,0,0
,Cabrillo NM,CABR,National Monument,Pacific West ,CA,2018,6,"78,274","6,788","117,222","6,788",0,0,0,0,0,0,0
,Cabrillo NM,CABR,National Monument,Pacific West ,CA,2018,7,"92,170","7,081","137,858","7,081",0,0,0,0,0,0,0
,Cabrillo NM,CABR,National Monument,Pacific West ,CA,2018,8,"79,102","7,081","118,418","7,081",0,0,0,0,0,0,0
,Cabrillo NM,CABR,National Monument,Pacific West ,CA,2018,9,"61,873","6,562","92,103","6,562",0,0,0,0,0,0,0
,Cabrillo NM,CABR,National Monument,Pacific West ,CA,2018,10,"65,785","7,081","98,130","7,081",0,0,0,0,0,0,0
,Cabrillo NM,CABR,National Monument,Pacific West ,CA,2018,11,"67,931","6,338","101,652","6,338",0,0,0,0,0,0,0
,Cabrillo NM,CABR,National Monument,Pacific West ,CA,2018,12,"28,687","6,856","42,990","6,856",0,0,0,0,0,0,0
,Canyon de Chelly NM,CACH,National Monument,Intermountain ,AZ,2018,1,"23,027","53,731","146,540","53,731",574,124,0,0,0,0,0
,Canyon de Chelly NM,CACH,National Monument,Intermountain ,AZ,2018,2,"22,606","52,747","146,879","52,747",746,191,0,0,0,0,0
,Canyon de Chelly NM,CACH,National Monument,Intermountain ,AZ,2018,3,"37,434","56,151","250,859","56,151","1,329",857,0,0,2,0,0
,Canyon de Chelly NM,CACH,National Monument,Intermountain ,AZ,2018,4,"38,049","57,073","266,608","57,073","1,419","1,772",0,0,2,0,0
,Canyon de Chelly NM,CACH,National Monument,Intermountain ,AZ,2018,5,"51,569","51,569","356,636","51,569","1,932","1,999",0,0,4,0,0
,Canyon de Chelly NM,CACH,National Monument,Intermountain ,AZ,2018,6,"50,030","50,030","332,930","50,030","1,460","1,266",0,0,3,0,0
